,QUERYID,EXPLAIN_TIME,QUERY,SORT_SHRHEAP_TOP
2213,6120,2024-10-08-18.48.30.575528,"SELECT TPCDS.CUSTOMER.C_BIRTH_YEAR , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 497 AND TPCDS.CUSTOMER.C_BIRTH_DAY >= 26",488
2214,6125,2024-10-08-18.49.39.669695,"SELECT TPCDS.WEB_SALES.WS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_CDEMO_SK <= 716095 AND TPCDS.WEB_SALES.WS_COUPON_AMT <= +00898.92",945
2215,6129,2024-10-08-18.50.40.227311,"SELECT TPCDS.CATALOG_SALES.CS_LIST_PRICE , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PROFIT <= -00315.40 AND TPCDS.DATE_DIM2.D_FY_YEAR >= 1973",709
2216,6130,2024-10-08-18.50.55.366717,"SELECT TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ , TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP <= +00251.10 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2434244",700
2217,6132,2024-10-08-18.51.21.104289,"SELECT TPCDS.DATE_DIM2.D_YEAR , TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 8 AND TPCDS.WEB_SALES.WS_SHIP_MODE_SK = 9",41
2218,6136,2024-10-08-18.52.13.718369,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_LIST_PRICE <= +00014.72 AND TPCDS.CATALOG_SALES.CS_EXT_LIST_PRICE <= +15280.10",998
2219,6137,2024-10-08-18.52.26.065365,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_DAY <= 27 AND TPCDS.DATE_DIM2.D_QOY <= 1",260
2220,6139,2024-10-08-18.52.51.331856,"SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 4 AND TPCDS.DATE_DIM2.D_DOM >= 14",133
2221,6140,2024-10-08-18.53.08.941214,"SELECT TPCDS.WEB_SALES.WS_COUPON_AMT , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY <= 4 AND TPCDS.WEB_SALES.WS_ITEM_SK <= 16111",329
2222,6141,2024-10-08-18.53.22.342510,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM <= 2477325 AND TPCDS.DATE_DIM2.D_QOY = 3",171
2223,6142,2024-10-08-18.53.34.177009,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_MKT_ID >= 3 AND TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK <= 2448922",18
2224,6144,2024-10-08-18.53.58.465646,"SELECT TPCDS.WEB_PAGE.WP_CUSTOMER_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452597 AND TPCDS.WEB_PAGE.WP_IMAGE_COUNT <= 6",18
2225,6147,2024-10-08-18.54.35.717253,"SELECT TPCDS.WEB_SALES.WS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_QUANTITY = 54 AND TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK >= 1",139
2226,6148,2024-10-08-18.54.49.366528,"SELECT TPCDS.CUSTOMER.C_CUSTOMER_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_MONTH <= 10 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2454258",587
2227,6149,2024-10-08-18.55.16.109731,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_ADDR_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 57043 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2488070",945
2228,6151,2024-10-08-18.55.40.112366,"SELECT TPCDS.WEB_SITE.WEB_GMT_OFFSET , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_SITE_SK <= 22 AND TPCDS.WEB_SITE.WEB_COMPANY_ID <= 4",18
2229,6155,2024-10-08-18.56.31.231546,"SELECT TPCDS.CUSTOMER.C_BIRTH_DAY , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1942 AND TPCDS.CUSTOMER.C_BIRTH_YEAR >= 1937",883
2230,6157,2024-10-08-18.56.55.370083,"SELECT TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 28 AND TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 639",129
2231,6159,2024-10-08-18.57.24.953419,"SELECT TPCDS.DATE_DIM2.D_WEEK_SEQ , TPCDS.WEB_SALES.WS_WAREHOUSE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK >= 59178 AND TPCDS.DATE_DIM2.D_FY_YEAR >= 1949",711
2232,6163,2024-10-08-18.58.17.151718,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK >= 107047 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2422710",848
2233,6164,2024-10-08-18.58.29.326084,"SELECT TPCDS.CUSTOMER.C_BIRTH_DAY , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 3 AND TPCDS.CUSTOMER.C_CURRENT_ADDR_SK <= 10571",235
2234,6166,2024-10-08-18.58.54.840452,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW <= 2 AND TPCDS.CATALOG_SALES.CS_CALL_CENTER_SK = 6",414
2235,6169,2024-10-08-18.59.32.612611,"SELECT TPCDS.WEB_SALES.WS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_WEB_SITE_SK >= 30 AND TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK <= 6025",153
2236,6171,2024-10-08-18.59.57.595798,"SELECT TPCDS.WEB_SALES.WS_ORDER_NUMBER , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_MODE_SK = 13 AND TPCDS.WEB_SALES.WS_SALES_PRICE <= +00050.77",263
2237,6173,2024-10-08-19.00.23.187565,"SELECT TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ >= 2595 AND TPCDS.DATE_DIM2.D_QOY <= 2",325
2238,6174,2024-10-08-19.00.39.678262,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY >= 5 AND TPCDS.CATALOG_SALES.CS_EXT_WHOLESALE_COST <= +00774.20",629
2239,6177,2024-10-08-19.01.17.047334,"SELECT TPCDS.CATALOG_PAGE.CP_START_DATE_SK , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2454258 AND TPCDS.DATE_DIM2.D_MOY >= 12",62
2240,6182,2024-10-08-19.02.21.777431,"SELECT TPCDS.WEB_SALES.WS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1965 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK >= 86072",652
2241,6183,2024-10-08-19.02.35.809545,"SELECT TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK >= 1507868 AND TPCDS.WEB_SALES.WS_WEB_SITE_SK <= 11",642
2242,6184,2024-10-08-19.02.47.754067,"SELECT TPCDS.WEB_SITE.WEB_SITE_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2414876 AND TPCDS.DATE_DIM2.D_DOM = 7",18
2243,6188,2024-10-08-19.03.37.658188,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 5 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 554",82
2244,6189,2024-10-08-19.03.50.786080,"SELECT TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ITEM_SK >= 15166 AND TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK <= 14926",885
2245,6190,2024-10-08-19.04.03.812742,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1985 AND TPCDS.CATALOG_PAGE.CP_END_DATE_SK <= 2453003",106
2246,6199,2024-10-08-19.05.57.274172,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK >= 64 AND TPCDS.WEB_SALES.WS_EXT_TAX <= +00001.68",945
2247,6202,2024-10-08-19.06.33.478479,"SELECT TPCDS.WEB_SITE.WEB_GMT_OFFSET , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 1723 AND TPCDS.DATE_DIM2.D_MOY <= 8",18
2248,6205,2024-10-08-19.07.10.864014,"SELECT TPCDS.WEB_SALES.WS_NET_PROFIT , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_COUPON_AMT >= +00898.92 AND TPCDS.DATE_DIM2.D_DOM <= 5",158
2249,6207,2024-10-08-19.07.37.238130,"SELECT TPCDS.WEB_SALES.WS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP >= +00000.29 AND TPCDS.DATE_DIM2.D_QOY = 3",235
2250,6209,2024-10-08-19.08.07.081046,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK >= 12530 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK <= 27412",945
2251,6214,2024-10-08-19.09.21.608206,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.WEB_SALES.WS_SHIP_MODE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.WEB_SALES ON TPCDS.WEB_SALES.WS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM <= 2477325 AND TPCDS.DATE_DIM2.D_DOM <= 27",707
2252,6216,2024-10-08-19.09.46.697659,"SELECT TPCDS.DATE_DIM2.D_SAME_DAY_LY , TPCDS.STORE.S_DIVISION_ID FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.STORE ON TPCDS.STORE.S_CLOSED_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.STORE.S_CLOSED_DATE_SK <= 2451044 AND TPCDS.DATE_DIM2.D_DATE_SK <= 2457313",18
2253,6220,2024-10-08-19.10.36.741087,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 4 AND TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK <= 2451073",389
2254,6222,2024-10-08-19.11.01.009601,"SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 3327 AND TPCDS.DATE_DIM2.D_DOM = 31",21
2255,6227,2024-10-08-19.12.05.743081,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_BIRTH_DAY <= 12 AND TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 3838",411
2256,6228,2024-10-08-19.12.18.560775,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_LAST_DOM <= 2465667 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ >= 200",18
2257,6230,2024-10-08-19.12.52.200159,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK >= 80694 AND TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK >= 2452017",234
2258,6233,2024-10-08-19.13.30.747359,"SELECT TPCDS.WEB_PAGE.WP_CREATION_DATE_SK , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ >= 3327 AND TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452597",18
2259,6236,2024-10-08-19.14.09.110741,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX <= +00051.17 AND TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 2",115
2260,6237,2024-10-08-19.14.21.808279,"SELECT TPCDS.WEB_SITE.WEB_GMT_OFFSET , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 21 AND TPCDS.WEB_SITE.WEB_COMPANY_ID <= 4",18
2261,6239,2024-10-08-19.14.59.897698,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT >= +00500.40 AND TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX <= +05537.16",945
2262,6243,2024-10-08-19.15.53.882228,"SELECT TPCDS.WEB_SALES.WS_SHIP_MODE_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID >= +00000.00 AND TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK <= 1656",945
2263,6252,2024-10-08-19.17.49.173721,"SELECT TPCDS.WEB_SALES.WS_NET_PROFIT , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK >= 1656 AND TPCDS.WEB_SALES.WS_QUANTITY = 90",77
2264,6253,2024-10-08-19.18.02.691299,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP_TAX >= +11589.75 AND TPCDS.DATE_DIM2.D_MOY <= 3",260
2265,6255,2024-10-08-19.18.31.135038,"SELECT TPCDS.CATALOG_SALES.CS_QUANTITY , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY <= 2 AND TPCDS.CATALOG_SALES.CS_NET_PAID >= +01285.70",167
2266,6256,2024-10-08-19.18.47.806303,"SELECT TPCDS.WEB_SALES.WS_PROMO_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 4 AND TPCDS.WEB_SALES.WS_BILL_ADDR_SK >= 593",235
2267,6257,2024-10-08-19.19.00.815859,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_OPEN_DATE_SK >= 2450645 AND TPCDS.WEB_SITE.WEB_SITE_SK <= 16",18
2268,6258,2024-10-08-19.19.13.713231,"SELECT TPCDS.WEB_SITE.WEB_TAX_PERCENTAGE , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_GMT_OFFSET = -005.00 AND TPCDS.DATE_DIM2.D_FIRST_DOM <= 2484630",18
